"nom","no","premiere_selection","derniere_selection","matchs","points","url"
"Robert Baulon",432,"le 9 janvier 1954 contre l'Écosse","le 21 avril 1957 contre l'Italie",18,18,"https://fr.wikipedia.org//wiki/Robert_Baulon"
"Jacques Bouquet",433,"le 9 janvier 1954 contre l'Écosse","le 14 avril 1962 contre l'Irlande",34,21,"https://fr.wikipedia.org//wiki/Jacques_Bouquet"
"André Boniface",434,"le 23 janvier 1954 contre l'Irlande","le 26 mars 1966 contre le pays de Galles",48,44,"https://fr.wikipedia.org//wiki/Andr%C3%A9_Boniface"
"Henri Claverie",435,"le 27 février 1954 contre la Nouvelle-Zélande","le 27 mars 1954 contre le pays de Galles",2,0,"https://fr.wikipedia.org//wiki/Henri_Claverie"
"Amédée Domenech",436,"le 27 mars 1954 contre le pays de Galles","le 14 avril 1963 contre l'Italie",52,24,"https://fr.wikipedia.org//wiki/Am%C3%A9d%C3%A9e_Domenech_(rugby_%C3%A0_XV,_1933)"
"Pierre Albaladejo",437,"le 10 avril 1954 contre l'Angleterre","le 17 octobre 1964 contre les Fidji",30,104,"https://fr.wikipedia.org//wiki/Pierre_Albaladejo"
"Jean Benetiere",438,"le 24 avril 1954 contre l'Italie","le 29 août 1954 contre l'Argentine",2,0,"https://fr.wikipedia.org//wiki/Jean_Benetiere"
"Jean Bichindaritz",439,"le 24 avril 1954 contre l'Italie","le 12 septembre 1954 contre l'Argentine",3,0,"https://fr.wikipedia.org//wiki/Jean_Bichindaritz"
"Gilbert Larréguy",440,"le 24 avril 1954 contre l'Italie","le 24 avril 1954 contre l'Italie",1,3,"https://fr.wikipedia.org//wiki/Gilbert_Larr%C3%A9guy"
"Jacques Lepatey",441,"le 24 avril 1954 contre l'Italie","le 26 mars 1955 contre le pays de Galles",5,6,"https://fr.wikipedia.org//wiki/Jacques_Lepatey"
"Gérard Murillo",442,"le 24 avril 1954 contre l'Italie","le 29 août 1954 contre l'Argentine",2,0,"https://fr.wikipedia.org//wiki/G%C3%A9rard_Murillo"
"Jean Barthe",443,"le 29 août 1954 contre l'Argentine","le 4 avril 1959 contre le pays de Galles",26,0,"https://fr.wikipedia.org//wiki/Jean_Barthe"
"Robert Basauri",444,"le 29 août 1954 contre l'Argentine","le 29 août 1954 contre l'Argentine",1,0,"https://fr.wikipedia.org//wiki/Robert_Basauri"
"Philibert Capitani",445,"le 29 août 1954 contre l'Argentine","le 12 septembre 1954 contre l'Argentine",2,0,"https://fr.wikipedia.org//wiki/Philibert_Capitani"
"Pierre Danos",446,"le 29 août 1954 contre l'Argentine","le 27 février 1960 contre l'Angleterre",17,15,"https://fr.wikipedia.org//wiki/Pierre_Danos"
"Yves Duffaut",447,"le 29 août 1954 contre l'Argentine","le 12 septembre 1954 contre l'Argentine",2,0,"https://fr.wikipedia.org//wiki/Yves_Duffaut"
"Jacques Meynard",448,"le 29 août 1954 contre l'Argentine","le 16 décembre 1956 contre la Tchécoslovaquie",2,10,"https://fr.wikipedia.org//wiki/Jacques_Meynard"
"Henri Lazies",449,"le 12 septembre 1954 contre l'Argentine","le 12 janvier 1957 contre l'Écosse",4,0,"https://fr.wikipedia.org//wiki/Henri_Lazies"
"André Morel",450,"le 12 septembre 1954 contre l'Argentine","le 12 septembre 1954 contre l'Argentine",1,3,"https://fr.wikipedia.org//wiki/Andr%C3%A9_Morel_(rugby_%C3%A0_XV)"
"Henri Rancoule",451,"le 26 février 1955 contre l'Angleterre","le 22 avril 1962 contre l'Italie",27,24,"https://fr.wikipedia.org//wiki/Henri_Rancoule"
"Jacques Chiberry",452,"le 10 avril 1955 contre l'Italie","le 10 avril 1955 contre l'Italie",1,0,"https://fr.wikipedia.org//wiki/Jacques_Chiberry"
"Michel Escommier",453,"le 10 avril 1955 contre l'Italie","le 10 avril 1955 contre l'Italie",1,0,"https://fr.wikipedia.org//wiki/Michel_Escommier"
"Thomas Manterola",454,"le 10 avril 1955 contre l'Italie","le 19 mai 1957 contre la Roumanie",2,0,"https://fr.wikipedia.org//wiki/Thomas_Manterola"
"Jean Carrère",455,"le 14 janvier 1956 contre l'Écosse","le 18 avril 1959 contre l'Irlande",8,0,"https://fr.wikipedia.org//wiki/Jean_Carr%C3%A8re"
"Jean Dupuy",456,"le 14 janvier 1956 contre l'Écosse","le 4 janvier 1964 contre l'Écosse",40,57,"https://fr.wikipedia.org//wiki/Jean_Dupuy_(rugby_%C3%A0_XV)"
"Gérard Roucariès",457,"le 14 janvier 1956 contre l'Écosse","le 14 janvier 1956 contre l'Écosse",1,0,"https://fr.wikipedia.org//wiki/G%C3%A9rard_Roucari%C3%A8s"
"Guy Stener",458,"le 14 janvier 1956 contre l'Écosse","le 16 août 1958 contre l'Afrique du Sud",5,0,"https://fr.wikipedia.org//wiki/Guy_Stener"
"Serge Torreilles",459,"le 14 janvier 1956 contre l'Écosse","le 14 janvier 1956 contre l'Écosse",1,0,"https://fr.wikipedia.org//wiki/Serge_Torreilles"
"Robert Vigier",460,"le 14 janvier 1956 contre l'Écosse","le 18 avril 1959 contre l'Irlande",24,3,"https://fr.wikipedia.org//wiki/Robert_Vigier"
"Guy Pauthe",461,"le 14 avril 1956 contre l'Angleterre","le 14 avril 1956 contre l'Angleterre",1,3,"https://fr.wikipedia.org//wiki/Guy_Pauthe"
"Georges Gauby",462,"le 16 décembre 1956 contre la Tchécoslovaquie","le 16 décembre 1956 contre la Tchécoslovaquie",1,0,"https://fr.wikipedia.org//wiki/Georges_Gauby"
"François Moncla",463,"le 16 décembre 1956 contre la Tchécoslovaquie","le 19 août 1961 contre la Nouvelle-Zélande",31,21,"https://fr.wikipedia.org//wiki/Fran%C3%A7ois_Moncla"
"René Monié",464,"le 16 décembre 1956 contre la Tchécoslovaquie","le 23 février 1957 contre l'Angleterre",2,3,"https://fr.wikipedia.org//wiki/Ren%C3%A9_Moni%C3%A9"
"Christian Darrouy",465,"le 26 janvier 1957 contre l'Irlande","le 12 août 1967 contre l'Afrique du Sud",40,69,"https://fr.wikipedia.org//wiki/Christian_Darrouy"
"Michel Hoche",466,"le 26 janvier 1957 contre l'Irlande","le 19 mai 1957 contre la Roumanie",5,0,"https://fr.wikipedia.org//wiki/Michel_Hoche"
"Paul Cassagne",467,"le 21 avril 1957 contre l'Italie","le 21 avril 1957 contre l'Italie",1,10,"https://fr.wikipedia.org//wiki/Paul_Cassagne"
"Roland Darracq",468,"le 21 avril 1957 contre l'Italie","le 21 avril 1957 contre l'Italie",1,0,"https://fr.wikipedia.org//wiki/Roland_Darracq"
"Gérard Mauduy",469,"le 21 avril 1957 contre l'Italie","le 2 avril 1961 contre l'Italie",7,6,"https://fr.wikipedia.org//wiki/G%C3%A9rard_Mauduy"
"Michel Crauste",470,"le 19 mai 1957 contre la Roumanie","le 9 avril 1966 contre l'Italie",63,30,"https://fr.wikipedia.org//wiki/Michel_Crauste"
"Adrien Normand",471,"le 19 mai 1957 contre la Roumanie","le 19 mai 1957 contre la Roumanie",1,0,"https://fr.wikipedia.org//w/index.php?title=Adrien_Normand&action=edit&redlink=1"
"Christian Vignes",472,"le 19 mai 1957 contre la Roumanie","le 1er mars 1958 contre l'Angleterre",4,3,"https://fr.wikipedia.org//wiki/Christian_Vignes"
"Aldo Quaglio",473,"le 15 décembre 1957 contre la Roumanie","le 18 avril 1959 contre l'Irlande",13,3,"https://fr.wikipedia.org//wiki/Aldo_Quaglio"
"Pierre Lacroix",474,"le 9 mars 1958 contre l'Australie","le 23 mars 1963 contre le pays de Galles",27,12,"https://fr.wikipedia.org//wiki/Pierre_Lacroix_(rugby_%C3%A0_XV)"
"Alfred Roques",475,"le 9 mars 1958 contre l'Australie","le 12 janvier 1963 contre l'Écosse",30,0,"https://fr.wikipedia.org//wiki/Alfred_Roques"
"Pierre Tarricq",476,"le 9 mars 1958 contre l'Australie","le 19 avril 1958 contre l'Irlande",4,3,"https://fr.wikipedia.org//wiki/Pierre_Tarricq"
"Arnaud Marquesuzaa",477,"le 7 avril 1958 contre l'Italie","le 23 juillet 1960 contre l'Argentine",10,3,"https://fr.wikipedia.org//wiki/Arnaud_Marquesuzaa"
"Bernard Mommejat",478,"le 7 avril 1958 contre l'Italie","le 23 mars 1963 contre le pays de Galles",22,6,"https://fr.wikipedia.org//wiki/Bernard_Mommejat"
"Pierre Lacaze",479,"le 26 juillet 1958 contre l'Afrique du Sud","le 18 avril 1959 contre l'Irlande",7,14,"https://fr.wikipedia.org//wiki/Pierre_Lacaze_(rugby)"
"Louis Casaux",480,"le 18 avril 1959 contre l'Irlande","le 13 janvier 1962 contre l'Écosse",3,6,"https://fr.wikipedia.org//wiki/Louis_Casaux"
"Claude Mantoulan",481,"le 18 avril 1959 contre l'Irlande","le 18 avril 1959 contre l'Irlande",1,0,"https://fr.wikipedia.org//wiki/Claude_Mantoulan"
"Serge Méricq",482,"le 18 avril 1959 contre l'Irlande","le 15 avril 1961 contre l'Irlande",5,6,"https://fr.wikipedia.org//wiki/Serge_M%C3%A9ricq"
"Jean de Gregorio",483,"le 9 janvier 1960 contre l'Écosse","le 22 février 1964 contre l'Angleterre",22,3,"https://fr.wikipedia.org//wiki/Jean_de_Gregorio"
"Sylvain Meyer",484,"le 9 janvier 1960 contre l'Écosse","le 6 août 1960 contre l'Argentine",5,6,"https://fr.wikipedia.org//wiki/Sylvain_Meyer"
"Guy Boniface",485,"le 26 mars 1960 contre le pays de Galles","le 26 mars 1966 contre le pays de Galles",35,45,"https://fr.wikipedia.org//wiki/Guy_Boniface"
"Hervé Larrue",486,"le 26 mars 1960 contre le pays de Galles","le 17 août 1960 contre l'Argentine",7,3,"https://fr.wikipedia.org//wiki/Herv%C3%A9_Larrue"
"Jean-Pierre Saux",487,"le 26 mars 1960 contre le pays de Galles","le 14 avril 1963 contre l'Italie",22,6,"https://fr.wikipedia.org//wiki/Jean-Pierre_Saux"
"Raoul Barrière",488,"le 5 juin 1960 contre la Roumanie","le 5 juin 1960 contre la Roumanie",1,0,"https://fr.wikipedia.org//wiki/Raoul_Barri%C3%A8re"
"Roger Brethes",489,"le 6 août 1960 contre l'Argentine","le 6 août 1960 contre l'Argentine",1,3,"https://fr.wikipedia.org//wiki/Roger_Brethes"
"Michel Lacome",490,"le 6 août 1960 contre l'Argentine","le 6 août 1960 contre l'Argentine",1,0,"https://fr.wikipedia.org//wiki/Michel_Lacome"
"Jean Othats",491,"le 6 août 1960 contre l'Argentine","le 17 août 1960 contre l'Argentine",2,0,"https://fr.wikipedia.org//wiki/Jean_Othats"
"Roland Crancée",492,"le 17 août 1960 contre l'Argentine","le 7 janvier 1961 contre l'Écosse",2,3,"https://fr.wikipedia.org//wiki/Roland_Cranc%C3%A9e"
"Jacques Rollet",493,"le 17 août 1960 contre l'Argentine","le 26 janvier 1963 contre l'Irlande",5,0,"https://fr.wikipedia.org//wiki/Jacques_Rollet"
"Louis Echave",494,"le 7 janvier 1961 contre l'Écosse","le 7 janvier 1961 contre l'Écosse",1,0,"https://fr.wikipedia.org//wiki/Louis_Echave"
"Jean Gachassin",495,"le 7 janvier 1961 contre l'Écosse","le 25 janvier 1969 contre l'Irlande",32,32,"https://fr.wikipedia.org//wiki/Jean_Gachassin"
"Gérard Bouguyon",496,"le 18 février 1961 contre l'Afrique du Sud","le 26 août 1961 contre l'Australie",9,3,"https://fr.wikipedia.org//wiki/G%C3%A9rard_Bouguyon"
"Marcel Puget",497,"le 2 avril 1961 contre l'Italie","le 4 avril 1970 contre le pays de Galles",17,3,"https://fr.wikipedia.org//wiki/Marcel_Puget"
"Guy Calvo",498,"le 22 juillet 1961 contre la Nouvelle-Zélande","le 19 août 1961 contre la Nouvelle-Zélande",2,0,"https://fr.wikipedia.org//wiki/Guy_Calvo"
"Pierre Cazals",499,"le 22 juillet 1961 contre la Nouvelle-Zélande","le 12 novembre 1961 contre la Roumanie",3,0,"https://fr.wikipedia.org//wiki/Pierre_Cazals_(rugby_%C3%A0_XV)"
"Jean Laudouar",500,"le 22 juillet 1961 contre la Nouvelle-Zélande","le 11 novembre 1962 contre la Roumanie",5,0,"https://fr.wikipedia.org//wiki/Jean_Laudouar"
"Claude Lacaze",501,"le 5 août 1961 contre la Nouvelle-Zélande","le 22 février 1969 contre l'Angleterre",33,59,"https://fr.wikipedia.org//wiki/Claude_Lacaze"
"Roland Lefèvre",502,"le 5 août 1961 contre la Nouvelle-Zélande","le 5 août 1961 contre la Nouvelle-Zélande",1,0,"https://fr.wikipedia.org//wiki/Roland_Lef%C3%A8vre_(rugby_%C3%A0_XV)"
"Jean Piqué",503,"le 5 août 1961 contre la Nouvelle-Zélande","le 18 avril 1965 contre l'Italie",18,6,"https://fr.wikipedia.org//wiki/Jean_Piqu%C3%A9"
"Guy Camberabero",504,"le 19 août 1961 contre la Nouvelle-Zélande","le 23 mars 1968 contre le pays de Galles",14,110,"https://fr.wikipedia.org//wiki/Guy_Camberabero"
"Marcel Cassiède",505,"le 19 août 1961 contre la Nouvelle-Zélande","le 12 novembre 1961 contre la Roumanie",3,0,"https://fr.wikipedia.org//wiki/Marcel_Cassi%C3%A8de"
"Serge Plantey",506,"le 26 août 1961 contre l'Australie","le 22 avril 1962 contre l'Italie",2,0,"https://fr.wikipedia.org//wiki/Serge_Plantey"
"René Le Bourhis",507,"le 12 novembre 1961 contre la Roumanie","le 12 novembre 1961 contre la Roumanie",1,0,"https://fr.wikipedia.org//wiki/Ren%C3%A9_Le_Bourhis"
"Henri Marracq",508,"le 12 novembre 1961 contre la Roumanie","le 12 novembre 1961 contre la Roumanie",1,3,"https://fr.wikipedia.org//wiki/Henri_Marracq"
"Roger Gensane",509,"le 13 janvier 1962 contre l'Écosse","le 12 janvier 1963 contre l'Écosse",7,0,"https://fr.wikipedia.org//wiki/Roger_Gensane"
"Henri Romero",510,"le 13 janvier 1962 contre l'Écosse","le 23 février 1963 contre l'Angleterre",7,0,"https://fr.wikipedia.org//wiki/Henri_Romero"
"Claude Laborde",511,"le 22 avril 1962 contre l'Italie","le 27 février 1965 contre l'Angleterre",5,0,"https://fr.wikipedia.org//wiki/Claude_Laborde"
"Michel Arino",512,"le 11 novembre 1962 contre la Roumanie","le 11 novembre 1962 contre la Roumanie",1,0,"https://fr.wikipedia.org//wiki/Michel_Arino"
"Maurice Lira",513,"le 11 novembre 1962 contre la Roumanie","le 28 novembre 1965 contre la Roumanie",13,6,"https://fr.wikipedia.org//wiki/Maurice_Lira"
"Francis Mas",514,"le 11 novembre 1962 contre la Roumanie","le 23 mars 1963 contre le pays de Galles",5,0,"https://fr.wikipedia.org//wiki/Francis_Mas"
"Jean-Pierre Razat",515,"le 11 novembre 1962 contre la Roumanie","le 15 décembre 1963 contre la Roumanie",4,0,"https://fr.wikipedia.org//wiki/Jean-Pierre_Razat"
"Pierre Besson",516,"Le 12 janvier 1963 contre l'Écosse","Le 9 novembre 1968 contre l'Afrique du Sud",5,0,"https://fr.wikipedia.org//wiki/Pierre_Besson"
"Jean Fabre",517,"Le 12 janvier 1963 contre l'Écosse","Le 22 février 1964 contre l'Angleterre",8,0,"https://fr.wikipedia.org//wiki/Jean_Fabre_(rugby_%C3%A0_XV)"
"Fernand Zago",518,"Le 26 janvier 1963 contre l'Irlande","Le 23 février 1963 contre l'Angleterre",2,0,"https://fr.wikipedia.org//wiki/Fernand_Zago"
"Paul Dedieu",519,"Le 23 février 1963 contre l'Angleterre","Le 27 mars 1965 contre le pays de Galles",12,25,"https://fr.wikipedia.org//wiki/Paul_Dedieu"
"Raymond Rebujent",520,"Le 23 février 1963 contre l'Angleterre","Le 23 février 1963 contre l'Angleterre",1,0,"https://fr.wikipedia.org//wiki/Raymond_Rebujent"
"Roger Fite",521,"Le 23 mars 1963 contre le pays de Galles","Le 14 avril 1963 contre l'Italie",2,0,"https://fr.wikipedia.org//wiki/Roger_Fite"
"Jean-Claude Lasserre",522,"Le 14 avril 1963 contre l'Italie","Le 14 janvier 1967 contre l'Écosse",13,3,"https://fr.wikipedia.org//wiki/Jean-Claude_Lasserre_(rugby_%C3%A0_XV)"
"Jean Le Droff",523,"Le 14 avril 1963 contre l'Italie","Le 30 janvier 1971 contre l'Irlande",9,0,"https://fr.wikipedia.org//wiki/Jean_Le_Droff"
"Lucien Abadie",524,"le 15 décembre 1963 contre la Roumanie","le 15 décembre 1963 contre la Roumanie",1,0,"https://fr.wikipedia.org//wiki/Lucien_Abadie"
"Jean-Claude Berejnoi",525,"le 15 décembre 1963 contre la Roumanie","le 10 décembre 1967 contre la Roumanie",27,0,"https://fr.wikipedia.org//wiki/Jean-Claude_Berejnoi"
"Jean-Michel Cabanier",526,"le 15 décembre 1963 contre la Roumanie","le 27 janvier 1968 contre l'Irlande",26,12,"https://fr.wikipedia.org//wiki/Jean-Michel_Cabanier"
"André Herrero",527,"le 15 décembre 1963 contre la Roumanie","le 10 décembre 1967 contre la Roumanie",22,6,"https://fr.wikipedia.org//wiki/Andr%C3%A9_Herrero"
"Jean-Joseph Rupert",528,"le 15 décembre 1963 contre la Roumanie","le 13 janvier 1968 contre l'Écosse",14,12,"https://fr.wikipedia.org//wiki/Jean-Joseph_Rupert"
"Jacques Bayardon",529,"le 4 janvier 1964 contre l'Écosse","le 22 février 1964 contre l'Angleterre",3,0,"https://fr.wikipedia.org//wiki/Jacques_Bayardon"
"Benoit Dauga",530,"le 4 janvier 1964 contre l'Écosse","le 25 mars 1972 contre le pays de Galles",63,34,"https://fr.wikipedia.org//wiki/Benoit_Dauga"
"Jean-Baptiste Amestoy",531,"le 8 février 1964 contre la Nouvelle-Zélande","le 22 février 1964 contre l'Angleterre",2,0,"https://fr.wikipedia.org//wiki/Jean-Baptiste_Amestoy"
"Jean-Claude Hiquet",532,"le 22 février 1964 contre l'Angleterre","le 22 février 1964 contre l'Angleterre",1,0,"https://fr.wikipedia.org//wiki/Jean-Claude_Hiquet"
"Arnaldo Gruarin",533,"le 21 mars 1964 contre le pays de Galles","le 27 janvier 1968 contre l'Irlande",26,6,"https://fr.wikipedia.org//wiki/Arnaldo_Gruarin"
"Yves Menthillier",534,"le 21 mars 1964 contre le pays de Galles","le 27 février 1965 contre l'Angleterre",5,0,"https://fr.wikipedia.org//wiki/Yves_Menthillier"
"Michel Sitjar",535,"le 21 mars 1964 contre le pays de Galles","le 22 juillet 1967 contre l'Afrique du Sud",13,3,"https://fr.wikipedia.org//wiki/Michel_Sitjar"
"André Abadie",536,"le 11 avril 1964 contre l'Irlande","le 11 avril 1964 contre l'Irlande",1,0,"https://fr.wikipedia.org//wiki/Andr%C3%A9_Abadie_(rugby_%C3%A0_XV,_1932)"
"Michel Arnaudet",537,"le 11 avril 1964 contre l'Irlande","le 1er avril 1967 contre le pays de Galles",3,12,"https://fr.wikipedia.org//wiki/Michel_Arnaudet"
"Jean Capdouze",538,"le 25 juillet 1964 contre l'Afrique du Sud","le 27 février 1965 contre l'Angleterre",6,6,"https://fr.wikipedia.org//wiki/Jean_Capdouze"
"Walter Spanghero",539,"le 25 juillet 1964 contre l'Afrique du Sud","le 14 avril 1973 contre l'Irlande",51,14,"https://fr.wikipedia.org//wiki/Walter_Spanghero"
"Lilian Camberabero",540,"le 29 novembre 1964 contre la Roumanie","le 23 mars 1968 contre le pays de Galles",13,9,"https://fr.wikipedia.org//wiki/Lilian_Camberabero"
"André Campaes",541,"le 27 mars 1965 contre le pays de Galles","le 10 février 1973 contre la Nouvelle-Zélande",14,12,"https://fr.wikipedia.org//wiki/Andr%C3%A9_Campaes"
"André Abadie",542,"le 28 novembre 1965 contre la Roumanie","le 27 janvier 1968 contre l'Irlande",7,0,"https://fr.wikipedia.org//wiki/Andr%C3%A9_Abadie_(rugby_%C3%A0_XV,_1934)"
"Elie Cester",543,"le 15 janvier 1966 contre l'Écosse","le 16 mars 1974 contre l'Écosse",35,3,"https://fr.wikipedia.org//wiki/Elie_Cester"
"Jean-Claude Roques",544,"le 15 janvier 1966 contre l'Écosse","le 27 novembre 1966 contre la Roumanie",4,0,"https://fr.wikipedia.org//wiki/Jean-Claude_Roques"
"Bernard Duprat",545,"le 26 février 1966 contre l'Angleterre","le 17 juin 1972 contre l'Australie",15,31,"https://fr.wikipedia.org//wiki/Bernard_Duprat"
"Jean-Claude Lagrange",546,"le 9 avril 1966 contre l'Italie","le 9 avril 1966 contre l'Italie",1,3,"https://fr.wikipedia.org//wiki/Jean-Claude_Lagrange"
"Jo Maso",547,"le 9 avril 1966 contre l'Italie","le 11 novembre 1973 contre la Roumanie",25,15,"https://fr.wikipedia.org//wiki/Jo_Maso"
"Christian Carrère",548,"le 27 novembre 1966 contre la Roumanie","le 27 mars 1971 contre le pays de Galles",27,12,"https://fr.wikipedia.org//wiki/Christian_Carr%C3%A8re"
"Claude Dourthe",549,"le 27 novembre 1966 contre la Roumanie","le 15 février 1975 contre l'Écosse",32,40,"https://fr.wikipedia.org//wiki/Claude_Dourthe"
"Jean Salut",550,"le 27 novembre 1966 contre la Roumanie","le 25 janvier 1969 contre l'Irlande",7,3,"https://fr.wikipedia.org//wiki/Jean_Salut"
"Jean-Pierre Mir",551,"le 11 février 1967 contre l'Australie","le 11 février 1967 contre l'Australie",1,0,"https://fr.wikipedia.org//wiki/Jean-Pierre_Mir"
"Jean-Pierre Lux",552,"le 25 février 1967 contre l'Angleterre","le 18 janvier 1975 contre le pays de Galles",47,42,"https://fr.wikipedia.org//wiki/Jean-Pierre_Lux"
"Jacques Fort",553,"le 26 mars 1967 contre l'Italie","le 12 août 1967 contre l'Afrique du Sud",7,0,"https://fr.wikipedia.org//wiki/Jacques_Fort"
"Pierre Villepreux",554,"le 26 mars 1967 contre l'Italie","le 25 juin 1972 contre l'Australie",34,166,"https://fr.wikipedia.org//wiki/Pierre_Villepreux"
"Jean-Michel Esponda",555,"le 15 juillet 1967 contre l'Afrique du Sud","le 22 février 1969 contre l'Angleterre",10,0,"https://fr.wikipedia.org//wiki/Jean-Michel_Esponda"
"André Quilis",556,"le 15 juillet 1967 contre l'Afrique du Sud","le 30 janvier 1971 contre l'Irlande",5,0,"https://fr.wikipedia.org//wiki/Andr%C3%A9_Quilis"
"Jean-Louis Dehez",557,"le 22 juillet 1967 contre l'Afrique du Sud","le 14 décembre 1969 contre la Roumanie",2,11,"https://fr.wikipedia.org//wiki/Jean-Louis_Dehez"
